CWI_ID,TCMBank_ID,level1_name_en,level2_name,TCM_name,TCM_name_en,Herb_pinyin_name,Herb_latin_name,Properties,Meridians,UsePart,Function,Indication,Toxicity,Clinical_manifestations,Therapeutic_en_class,Therapeutic_cn_class,TCMID_id,TCM_ID_id,SymMap_id,TCMSP_id,Herb_ID
CWIHE004876,TCMBANKHE004876,,,长花序马钱子,Longthyrsus Poisonnut*,,,,,,,,,,,,,,,,
CWIHE004877,TCMBANKHE004877,,,东风菜,Scabrous Doellingeria,DONG FENG CAI,Doellingeria scaber [Syn. Aster scaber],,,rhizome and whole herb,"To clear heat and resolve toxin, brighten eyes, disinhibit throat.","Wind-heat common cold, dizziness, red eyes with gall, red swollen in throat, acute nephritis, lung disease with blood ejection, knocks and falls, swollen welling abscess and clove sores, snake bite.",,,,,,4561,,,HERB001352
CWIHE004878,TCMBANKHE004878,,,山棯叶,Downy Rosemyrtle Leaf,SHAN REN YE,Rhodomyrtus tomentosa,,,leaf,"To disinhibit damp and check diarrhea, engender flesh and stanch bleeding.","Headache, diarrhea, gan accumulation, bleeding due to external injury, scab sore.",,,,,,6227,,,HERB004918
CWIHE004879,TCMBANKHE004879,,,鸡冠花,Cockscomb flower ,JI GUAN HUA,Flos Celosiae cristatae,Cool; Sweet,Large Intestine; Liver,inflorescence,To arrest discharge.,"Bleeding, vaginal discharge, diarrhea, dysentery.",, As an astringent.,Astringent Hemostatic Medicinal,收敛止血药,SMHB00192,2852,192,379,HERB002667
CWIHE004880,TCMBANKHE004880,,,细叶蛇鞭菊,Fine-leaved Gay-feather*,,,,,,,,,,,,,,,,
CWIHE004881,TCMBANKHE004881,,,金丹,Meiwa Kumquat,JIN DAN,Fortunella crassifolia,,,fruit,See Fortunella margarita.,See Fortunella margarita.,,,,,,6220,,,HERB002892
CWIHE004882,TCMBANKHE004882,,,鹿角漆树,Stag’s-horn Sumach,LU JIAO QI SHU,Rhus typhina,,,,,,,,,,,6761,,,HERB003532
CWIHE004883,TCMBANKHE004883,,,雷波乌头,Leabo Monkshood,LEI BO WU TOU,Aconitum pseudohuiliense,,,,,,,,,,,8173,,,HERB003285
CWIHE004884,TCMBANKHE004884,,,紫藤子,Chinese Wisteria Seed,ZI TENG ZI,Wisteria sinensis,,,seed,"To quicken blood and free network vessels, resolve toxin, kill worms.","Pain in sinews and bones, vomiting diarrhea with abdominal pain, child oxyuria disease.",,,,,,3470,,,HERB007219
CWIHE004885,TCMBANKHE004885,,,断节参,Kunming Mosquitotrap,DUAN JIE SHEN,Cynanchum wallichii,,,root,"To supplement kidney and strengthen lumbus, strengthen sinews and bones, resolve toxin.","Kidney vacuity lumbago, inability of legs and knees, knocks and falls, fracture, rabid dog bite.",,,,,,1931,,,HERB001426
CWIHE004886,TCMBANKHE004886,,,鳗鲡鱼,Japanese Eel,MAN LI YU,Anguilla japonica,,,meat or whole fish,"To fortify spleen and supplement lung, dispel wind and eliminate damp, resolve toxin and kill worms.","Indigestion, child gan accumulation, tuberculosis with cough, impotence, flooding and spotting with vaginal discharge, beriberi with edema, wind-damp bone pain, intestinal wind, dysentery, sore, hemorrhoids and fistulas, malaria, intestinal parasitic disease.",,,,,,6159,,,HERB003727
CWIHE004887,TCMBANKHE004887,,,哈氏山梗菜,Hassler Lobelia*,,,,,,,,,,,,,,,,
CWIHE004888,TCMBANKHE004888,,,印度藏茴香,India Caraway,YIN DU ZANG HUI XIANG,Carum ajowan,,,,,,,,,,,2937,,,HERB006614
CWIHE004889,TCMBANKHE004889,,,宝盖草,Henbit Deadnettle,BAO GAI CAO,Lamium amplexicaule,,,whole herb,"To quicken blood and free network vessels, resolve toxin and disperse swelling.","Knocks and falls, pain in sinews and bones, numbness in limbs, hemiplegia, facial paralysis, jaundice, deep-source nasal congestion, scrofula, toxin swelling, yellow-water sore.",,,,,,6860,,,HERB000349
CWIHE004890,TCMBANKHE004890,,,少华西帕木,Limoncillo (in Costa Rica),SHAO HUA XI PA MU,Siparuna pauciflora,,,,,,,,,,,4905,,,HERB004967
CWIHE004891,TCMBANKHE004891,,,黄连芽,Chinese Pistache,HUANG LIAN YA,Pistacia chinensis,,,leaf and bud,"To clear summerheat, engender liquid, resolve toxin, disinhibit damp.","Summerheat-heat thirst, swelling pain in throat, oral ulcer, vomiting and dysentery, strangury syndrome, innominate toxin swelling, sore and papules.",,,,,,2801,,,HERB002542
CWIHE004892,TCMBANKHE004892,,,梧桐白皮,Phoenix Tree Bast,WU TONG BAI PI,Firmiana simplex,,,bast,"To lower cholesterol, clear heat and calm liver, dispel wind and eliminate damp, quicken blood and relieve pain.","Hyperlipemia, hypertension, wind-damp impediment pain, knocks and falls, menstrual disorder, hemorrhoids, erysipelas.",,,,,,3109,,,HERB005754
CWIHE004893,TCMBANKHE004893,,,毛喉鞘蕊花,Forskahl Coleus,MAO HOU QIAO RUI HUA,Coleus forskahlii,,,,,,,,,,,6461,,,HERB003788
CWIHE004894,TCMBANKHE004894,,,髯毛鞘蕊花,Forskahl Coleus,RAN MAO QIAO RUI HUA,Coleus barbatus,,,,,,,,,,,4113,,,HERB004599
CWIHE004895,TCMBANKHE004895,,,臭梧桐根,Harlequin Glorybower Root,CHOU WU TONG GEN,Clerodendron trichotomum,,,root,"To dispel wind and relieve pain, move qi and disperse food.","Malaria, wind-damp impediment pain, hypertension, food accumulation, child gan accumulation, knocks a nd falls.",,,,,,5165,,,HERB000836
CWIHE004896,TCMBANKHE004896,,,牧豆树,Algarroba,MU DOU SHU,Prosopis juliflora,,,,,,,,,,,1744,,,HERB004016
CWIHE004897,TCMBANKHE004897,,,小沙冬青,Small Piptanthus,XIAO SHA DONG QING,Piptanthus nanus,,,stem-leaf,See Ammopiptanthus mongolicus.,See Ammopiptanthus mongolicus.,,,,,,5089,,,HERB006146
CWIHE004898,TCMBANKHE004898,,,防己叶菝葜,Gansu Greenbrier,FANG JI YE BA QIA,Smilax menispermoidea,,,rhizome,See Smilax glabra .,See Smilax glabra .,,,,,,6080,,,HERB001627
CWIHE004899,TCMBANKHE004899,,,黑风藤,Manyflower Fissistimga,HEI FENG TENG,Fissistigma polyanthum,,,root and rattan,"To dispel wind-damp, strengthen sinews and bones, quicken blood and relieve pain, regulate menstruation.","Sequel of poliomyelitis, rheumatic arthritis, rheumatoid arthritis, painful swelling from knocks and falls, menstrual disorder.",,,,,,5998,,,HERB002210
CWIHE004900,TCMBANKHE004900,,,大白顶草,Field Groundsel,DA BAI DING CAO,Senecio oryzetorum,,,whole herb,To clear heat and resolve toxin.,"White mouth sore in children, clove sore.",,,,,,6856,,,HERB001013
CWIHE004901,TCMBANKHE004901,,,荷包牡丹根,Showy Bleedingheart Root,HE BAO MU DAN GEN,Dicentra spectabilis,,,rhizome,"To dispel wind, quicken blood, settle pain.","Incised wound, sore toxin, stomachache.",,,,,,5041,,,HERB002158
CWIHE004902,TCMBANKHE004902,,,尖叶唐松草,Sharpleaf Meadowrue,JIAN YE TANG SONG CAO,Thalictrum acutifolium,,,root and rhizome,See Thalictrum faberi.,See Thalictrum faberi .,,,,,,4541,,,HERB002820
CWIHE004903,TCMBANKHE004903,,,心肺草,Caucasian Comfrey,XIN FEI CAO,Symphytum caucasicum,,,,,,,,,,,4840,,,HERB006205
CWIHE004904,TCMBANKHE004904,,,熊果苷,Bearberry,XIONG GUO,Arctostaphylos uva- ursi,,,,,,,,,,,6096,,,HERB006242
CWIHE004905,TCMBANKHE004905,,,柿子,Persimmon,SHI ZI,Diospyros kaki,,,fruit,"To clear heat, engender liquid, moisten lung, resolve toxin.","Cough, heat vexation and thirst, blood ejection, mouth sore, heat dysentery, hematochezia.",,,,,,3168,,,HERB005109
CWIHE004906,TCMBANKHE004906,,,连钱草,,LIAN QIAN CAO,Glechoma lungituba,,,whole herb,"To disinhibit damp and free strangury, clear heat and resolve toxin, dissipate stasis and disperse swelling.","Heat strangury, stone strangury, damp-heat jaundice, swelling and pain of sore and welling abscess, knocks and falls.",,,,,SMHB00240,5290,,,HERB003360
CWIHE004907,TCMBANKHE004907,,,连钱草,Glechomae Herba,LIAN QIAN CAO,,,,,,"Treatment of acute urinary infection, urolithiasis, acute jaundice, painful swelling in sores and carbuncies, traumatic injuries.",,,Diuretic Dampness Excreting Drugs,利水渗湿药,SMHB00240,1891,240,992,HERB003359
CWIHE004908,TCMBANKHE004908,,,美丽番红花,Pretty Crocus,MEI LI FAN HONG HUA,Crocus speciosus,,,,,,,,,,,6397,,,HERB003855
CWIHE004909,TCMBANKHE004909,,,紫堇叶唐松草,Corydalisleaf Meadowrue,ZI JIN YE TANG SONG CAO,Thalictrum isopyroides,,,,,,,,,,,7685,,,HERB007187
CWIHE004910,TCMBANKHE004910,,,南方菟丝子,South Dodder Seed,NAN FANG TU SI ZI,Cuscuta australis,,,ripe seed,See Cuscuta chinensis .,See Cuscuta chinensis .,,,,,,3283,,,HERB004086
CWIHE004911,TCMBANKHE004911,,,白色白鲜,Burning Bush,BAI SE BAI XIAN,Dictamnus albus,,,,,,,,,,,7487,,,HERB000266
CWIHE004912,TCMBANKHE004912,interior-warming medicinal,,丁香,Clove,DING XIANG,Flos Caryophylli,Warm; Pungent,Spleen; Stomach; Kidney,flower bud,"To warm the spleen and stomach, to regulate the adverse flow of the stomach qi, and to restore the kidney yang.","Stomach cold with retching counterflow, hiccough, cold pain in stomach duct and abdomen, reduced food intake and diarrhea, kidney vacuity impotence, vacuity cold in lumbus and knees, yin flat abscess.",,"1. Causing hyperemia of gastic mucisa, increasing secretion of gastric fluid and promoting appetite by oral administration.2. Bacteriostatic.3. Its volatile oil can relieve toothache caused by dental caries.4. Its decoction or alcoholic extract can paraly",Warming Interior Drugs,温里药,SMHB00107,5374,107,220,HERB001309
CWIHE004913,TCMBANKHE004913,,,绵毛马兜铃,Wooly Dutchmanspipe,MIAN MAO MA DOU LING,Aristolochia mollissima,,,rhizome or whole herb,"To dispel wind and eliminate damp, quicken blood and free network vessels, relieve pain.","Wind-damp impediment pain, numbness in limbs, hypertonicity of sinews and bones, pain in stomach duct and abdomen, painful wound from knocks and falls, bleeding due to external injury, mammary welling abscess, suppurative infection.",,,,,,7218,,,HERB003965
CWIHE004914,TCMBANKHE004914,,,树状麻黄,Tall Ephedra,SHU ZHUANG MA HUANG,Ephedra procera,,,,,,,,,,,1687,,,HERB005143
CWIHE004915,TCMBANKHE004915,,,麝香萱,Thunberg's Daylily,,,,,,,,,,,,,,,,
CWIHE004916,TCMBANKHE004916,cough-suppressing and panting-calming medicinal,2.清化热痰药(15-15),浙贝母,bulb of Thunberg Fritillary;Thunberg  Fritillary,ZHE BEI MU,Bulbus Fritillariae thunbergii,Cold; Bitter,Lung; Heart,bulb,"To remove heat and resolve phlegm, to ease the mind, and to reduce modulation.","Chronic bronchitis, infection of upper respiratory tract, tuberculosis, gastric ulcer, duodenal ulcer, externally contracted wind-heat, phlegm fire cough, pulmonary welling abscess, mammary welling abscess, scrofula, sore toxin, depression in heart-chest.",,"Intraperitioneal administration of its active components, peumine or peiminine, exerts a significant antitussive effect in mice.",Phlegresolving Medicine,化痰药,SMHB00481,5615,481,178,HERB006950
CWIHE004917,TCMBANKHE004917,,,草贝母,Indian Iphigenia,CAO BEI MU,Iphigenia indica,Warm; Bitter,Lung; Spleen; Stomach; Liver,bulb,To dissipate binds and relieve pain.,"Carcinoma of mammary glands, nasopharyngeal carcinoma, carcinoma of salivary gland, scrofula, swelling of skin, pain wind.",Extremely Toxic,,"For desolving phlegm, stopping cougth, and soothing breathing",化痰止咳平喘,,5654,,72,HERB000586
CWIHE004918,TCMBANKHE004918,,,黄白糖芥,Yellowish Erysimum,HUANG BAI TANG JIE,Erysimum ochroleucum,,,,,,,,,,,2764,,,HERB002486
CWIHE004919,TCMBANKHE004919,,,落花生油,Peanut Oil,LUO HUA SHENG YOU,Arachis hypogaea,,,seed oil,To lubricate intestines and precipitate accumulation.,"Ileus due to roundworm, mazischesis, scalds.",,,,,,5007,,,HERB003588
CWIHE004920,TCMBANKHE004920,,,管花肉苁蓉,Tubeshaped Flower Cistanche,GUAN HUA ROU CONG RONG,Cistanche tubulosa,,,,,,,,,,,1953,,,HERB001968
CWIHE004921,TCMBANKHE004921,,,茅根,Japanese Buttercup,MAO GEN,Ranunculus japonicus,Cold; Sweet,Lung; Bladder; Stomach,whole herb and root,"To abate jaundice, settle asthma, interrupt malaria, settle pain, eliminate screen.","Malaria, jaundice, migraine, stomachache, pain in joints due to rheumatalgia, crane’s knee wind, swollen welling abscess, malign sore, scab and lichen, toothache, fire eye.",,,,止血,,6595,,507,HERB003766
CWIHE004922,TCMBANKHE004922,,,毛曼陀罗叶,Hairy Datura Leaf,MAO MAN TUO LUO YE,Datura innoxia,,,leaf,See Datura metel.,See Datura metel.,,,,,,3274,,,HERB003803
CWIHE004923,TCMBANKHE004923,,,红鸡蛋花,Frangipani,HONG JI DAN HUA,Plumeria rubra,,,,,,,,,,,3714,,,HERB002291
CWIHE004924,TCMBANKHE004924,,,土荆芥,Mexican Tea,TU JING JIE,Chenopodium ambrosioides,,,fruiting aerial parts,"To dispel wind and eliminate damp, kill worms and relieve itch, quicken blood and disperse swelling.","Ancylostomiasis, ascariasis, oxyuria disease, head louse, eczema of skin, scab and lichen, wind-damp impediment pain, amenorrhea, dysmenorrhea, mouth and tongue sores, swelling pain in throat, knocks and falls, snake or insect bites.",,,,,,5970,,,HERB005568
CWIHE004925,TCMBANKHE004925,,,蔓藤黄,Mann Garcinia,MAN TENG HUANG,Garcinia mannii,,,,,,,,,,,2438,,,HERB003734
CWIHE004926,TCMBANKHE004926,,,圆枝卷柏,Sanguineous Spikemoss,YUAN ZHI JUAN BAI,Selaginella sanguinolenta,,,whole herb,"To clear heat and disinhibit damp, quicken blood and soothe sinews, stanch bleeding.","Damp-heat dysentery, knocks and falls, bleeding due to internal damage, bleeding due to external injury, burns and scalds.",,,,,,5618,,,HERB006799
CWIHE004927,TCMBANKHE004927,,,非洲格木,African Erythrophleum,FEI ZHOU GE MU,Erythrophleum africanum,,,,,,,,,,,6120,,,HERB001664
CWIHE004928,TCMBANKHE004928,,,毒豆,Goldenchain Laburnum,DU DOU,Laburnum anagyroides,,,,,,,,,,,4764,,,HERB001386
CWIHE004929,TCMBANKHE004929,,,卷毛黄檀,Sericeous-leaf Rosewood,JUAN MAO HUANG TAN,Dalbergia sericea,,,,,,,,,,,978,,,HERB003063
CWIHE004930,TCMBANKHE004930,,,锡箔决明,Sieber Senna,XI BO JUE MING,Cassia sieberiana,,,,,,,,,,,7987,,,HERB005798
CWIHE004931,TCMBANKHE004931,,,椴树,Common Lime,DUAN SHU,Tilia vulgaris,,,,,,,,,,,7326,,,HERB001442
CWIHE004932,TCMBANKHE004932,,,迷迭香叶千里光,Rosmarin-leaf Groundsel,MI DIE XIANG YE QIAN LI GUANG,Senecio rosmarinifolius,,,,,,,,,,,7574,,,HERB003918
CWIHE004933,TCMBANKHE004933,,,艾菊,Tansy,AI JU,Chrysanthemum vulgare,,,,,,,,,,,1506,,,HERB000046
CWIHE004934,TCMBANKHE004934,,,杂交车轴草,Hybrid Clover,ZA JIAO CHE ZHOU CAO,Trifolium hybridum,,,,,,,,,,,3211,,,HERB006862
CWIHE004935,TCMBANKHE004935,,,跌打老,Whorlleaf Litse,DIE DA LAO,Litsea verticillata,,,stem-leaf or root,"To dispel wind and free network vessels, dissipate stasis and relieve pain.","Wind-damp impediment pain, numbness in limbs, stomachache, dysmenorrhea, painful swelling from knocks and falls.",,,,,,6010,,,HERB001303
CWIHE004936,TCMBANKHE004936,,,剑叶铁树叶,Strictleaf Dracaena Leaf,JIAN YE TIE SHU YE,Cordyline strcta,,,leaf,"To dissipate stasis and disperse swelling, cool blood and stanch bleeding.","Knocks and falls, bleeding due to external injury, hematochezia, hematuria, nosebleed(epistaxis), cough with blood ejection, asthma, child gan accumulation, dysenter y.",,,,,,2631,,,HERB002821
CWIHE004937,TCMBANKHE004937,,,药用丹参,Medicinal Sage,YAO YONG DAN SHEN,Salvia officinalis,,,,,,,,,,,7722,,,HERB006427
CWIHE004938,TCMBANKHE004938,,,伊犁翠雀花,Ili Larkspur,YI LI CUI QUE HUA,Delphinium iliense,,,,,,,,,,,5826,,,HERB006530
CWIHE004939,TCMBANKHE004939,,,宽叶阔苞菊,Broadleaf Pluchea,KUAN YE KUO BAO JU,Baccharis latifolia,,,,,,,,,,,6862,,,HERB003198
CWIHE004940,TCMBANKHE004940,,,大叶桉叶,Swamp Mahogany Leaf,DA YE AN YE,Eucalyptus robusta,,,leaf,"To soothe wind and resolve exterior, relieve cough and dispel phlegm, clear heat and resolve toxin, kill worms and relieve itch.","Common cold, ardent fever with headache, lung heat cough asthma, abdominal pain and diarrhea, malaria, wind-damp impediment pain, filariasis, leptospirosis, swelling pain in throat, red eyes, eye screen, welling abscess of ear, erysipelas, swollen welling abscess, mammary welling abscess, measles papules, wind papules, eczema, scab and lichen, scalds.",,,,,,6931,,,HERB001118
CWIHE004941,TCMBANKHE004941,,,淡黄巴豆,Flavescent Croton,DAN HUANG BA DOU,Croton flavens,,,,,,,,,,,8079,,,HERB001179
CWIHE004942,TCMBANKHE004942,,,红石仙桃,Rubi Pholidota,HONG SHI XIAN TAO,Pholidota rubra,,,,,,,,,,,3121,,,HERB002321
CWIHE004943,TCMBANKHE004943,,,密花石豆兰,Flowery Stonebean-orchis,MI HUA SHI DOU LAN,Bulbophyllum odoratissimum [Syn. Stelis odoratissimum],,,whole herb,"To moisten lung and transform phlegm, free network vessels and relieve pain.","Tuberculosis and hemoptysis, chronic trachitis, chronic pharyngitis, mounting qi pain, menstrual disorder, wind-damp impediment pain, knocks and falls.",,,,,,4655,,,HERB003930
CWIHE004944,TCMBANKHE004944,,,药用蒲公英,Officinal Dandelion,YAO YONG PU GONG YING,Taraxacum officinale,,,,,,,,,,,6076,,,HERB006437
CWIHE004945,TCMBANKHE004945,,,山鸠,Aging Leek,SHAN JIU,Allium senescens,,,,,,,,,,,4733,,,HERB004900
CWIHE004946,TCMBANKHE004946,heat-clearing medicinal,3.清热解毒药(30-30),白花蛇舌草,all - grass of Spreading Hedyotis;Oldenlandia diffusa,BAI HUA SHE SHE CAO,Herba Hedyotis Diffusae,Cold; Sweet; Slightly Bitter,Large Intestine; Stomach; Small Intestine,whole herb with root,"1. To eliminate heat and toxic material, promote blood circulation and remove blood stasis. 2. To clear dampness-heat.","Lung heat cough asthma, swelling pain in throat, intestinal welling abscess, swelling of sores and boils, poisonous snake bite, heat strangury with inhibited pain, edema, dysentery, enteritis, damp-heat jaundice, carcinoma.",,"1. Its components coumarins, triterpenes, polysaccharide and (B)-sitosterol inhibit the growth of sarcoma180 and cervix carcinoma14 in vitro.2. Promoting white cell phagocytosis and humoral immunity.",Antipyretic Detoxicate Drugs,清热解毒药,SMHB00013,6341,13,22,HERB000208
CWIHE004947,TCMBANKHE004947,,,福寿草;春福寿草,Yellow Adonis,CHUN FU SHOU CAO,Adonis vernalis,,,,,,,,,,,4830,,,HERB000900
CWIHE004948,TCMBANKHE004948,,,贡嘎山乌头,Konka Mountain Monkshood,GONG GA SHAN WU TOU,Aconitum liljestrandii,,,,,,,,,,,6111,,,HERB001895
CWIHE004949,TCMBANKHE004949,,,巴伐利亚龙胆,Bavarian Gentian,BA FA LI YA LONG DAN,Gentiana bavarica,,,,,,,,,,,5282,,,HERB000131
CWIHE004950,TCMBANKHE004950,,,玉珊瑚根,,YU SHAN HU GEN,,,,,,,,,,,,4118,,,HERB006735
CWIHE004951,TCMBANKHE004951,,,玉珊瑚根,Jerusalemcherry Root,YU SHAN HU GEN,Solanum pseudo- capsicum,,,root,To relieve pain.,Taxation damage and lumbago.,,,,,,6596,,,HERB006734
CWIHE004952,TCMBANKHE004952,,,螺厣草,Littleleaf Lemmaphyyllum Herb,LUO YAN CAO,Lemmaphyllum microphyllum,,,whole herb with root,"To clear lung and relieve cough, cool blood and stanch bleeding, clear heat and resolve toxin.","Lung heat cough, pulmonary welling abscess, hemoptysis, blood ejection, spontaneous external bleeding, hematuria, hematochezia, flooding and spotting, swelling pain in throat, parotitis, dysentery, scrofula, swelling toxin of welling abscess and sore, damp itchy skin, wind-fire toothache, wind-damp bone pain.",,,,,,4493,,,HERB003611
CWIHE004953,TCMBANKHE004953,,,青木香,Slender Dutchmanspipe Root Equivalent plant: Aristolochia contorta;Slender Dutchmanspipe Root Equivalent plant: Arist;Slender Dutchmanspipe Root,QING MU XIANG,Aristolochia debilis [Syn. Aristolochia longa ],Cold; Pungent; Bitter,Stomach; Liver,root,"To lower blood pressure, calm liver and relieve pain, resolve toxin and disperse swelling.","Hypertension, gastrospasm, stomachache, infections, chronic bone marrow infection, chronic bronchitis, infection of skin, dizziness and headache, distending pain in chest and abdomen, swollen welling abscess and clove sores, snake or insect bites.",,,Regulation of qi,理气,,3611,,584,HERB004531
CWIHE004954,TCMBANKHE004954,,,欧亚甘草,Typical Licorice,OU YA GAN CAO,Glycyrrhiza glabra var. typica,,,,,,,,,,,5607,,,HERB004267
