CWI_ID,TCMBank_ID,Gene_name,Gene_alias,Description,Map_location,Gene_Type,TTD_gene_type
CWITA007097,TCMBANKGE007097,TPI1,MGC88108; TPI,triosephosphate isomerase 1,12p13,protein-coding,
CWITA007098,TCMBANKGE007098,BRSK2,C11orf7; PEN11B; SAD1; SADA; STK29,BR serine/threonine kinase 2,11p15.5,protein-coding,Research target
CWITA007099,TCMBANKGE007099,HAUS4,C14orf94,HAUS augmin like complex subunit 4,14q11.2,protein-coding,/
CWITA007100,TCMBANKGE007100,IFIT1,C56; G10P1; IFI-56; IFI-56K; IFI56; IFIT-1; IFNAI1; ISG56; P56; RNM561,interferon induced protein with tetratricopeptide repeats 1,10q23.31,protein-coding,/
CWITA007101,TCMBANKGE007101,CBR1,CBR; SDR21C1; hCBR1,carbonyl reductase 1,21q22.13,protein-coding,
CWITA007102,TCMBANKGE007102,TAF3,TAF140; TAFII-140; TAFII140,TATA-box binding protein associated factor 3,10p14,protein-coding,/
CWITA007103,TCMBANKGE007103,MGAT5,GNT-V; GNT-VA; MGAT5A; glcNAc-T V,"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase",2q21.2-q21.3,protein-coding,/
CWITA007104,TCMBANKGE007104,DAZL,DAZH; DAZL1; DAZLA; SPGYLA,deleted in azoospermia like,3p24.3,protein-coding,/
CWITA007105,TCMBANKGE007105,PDXK,C21orf124; C21orf97; HEL-S-1a; HMSN6C; PKH; PNK; PRED79,pyridoxal kinase,21q22.3,protein-coding,Research target
CWITA007106,TCMBANKGE007106,PARM1,Cipar1; DKFZP564O0823; PARM-1; WSC4,prostate androgen-regulated mucin-like protein 1,4q13.3,protein-coding,/
CWITA007107,TCMBANKGE007107,NPFFR2,GPR74; HLWAR77; NPFF2; NPGPR,neuropeptide FF receptor 2,4q13.3,protein-coding,Research target
CWITA007108,TCMBANKGE007108,MRPL17,L17mt; LIP2; MRP-L17; MRP-L26; RPL17L; RPML26,mitochondrial ribosomal protein L17,11p15.4,protein-coding,/
CWITA007109,TCMBANKGE007109,TRIM31,C6orf13; HCG1; HCGI; RNF,tripartite motif containing 31,6p22.1,protein-coding,/
CWITA007110,TCMBANKGE007110,INF2,C14orf151; C14orf173; CMTDIE; FSGS5; pp9484,inverted formin 2,14q32.33,protein-coding,/
CWITA007111,TCMBANKGE007111,NEUROG3,Atoh5; Math4B; NGN-3; bHLHa7; ngn3,neurogenin 3,10q22.1,protein-coding,/
CWITA007112,TCMBANKGE007112,ZNF581,HSPC189,zinc finger protein 581,19q13.42,protein-coding,/
CWITA007113,TCMBANKGE007113,HDAC4,AHO3; BDMR; HA6116; HD4; HDAC-4; HDAC-A; HDACA,histone deacetylase 4,2q37.3,protein-coding,Clinical Trial target
CWITA007114,TCMBANKGE007114,NAE1,A-116A10.1; APPBP1; HPP1; ula-1,NEDD8 activating enzyme E1 subunit 1,16q22.1,protein-coding,/
CWITA007115,TCMBANKGE007115,FAM107A,DRR1; TU3A,family with sequence similarity 107 member A,3p14.3-p14.2,protein-coding,/
CWITA007116,TCMBANKGE007116,TGM2,GNALPHANh; GNAH; TG2; TGC,"transglutaminase 2 (C polypeptide, protein-glutamine-gamma-glutamyltransferase)",20q12,protein-coding,
CWITA007117,TCMBANKGE007117,CPSF7,CFIm59,cleavage and polyadenylation specific factor 7,11q12.2,protein-coding,/
CWITA007118,TCMBANKGE007118,LDHAL6B,LDH6B; LDHAL6; LDHL,lactate dehydrogenase A-like 6B,15q22.2,protein-coding,
CWITA007119,TCMBANKGE007119,DUSP15,C20orf57; VHY,dual specificity phosphatase 15,20q11.21,protein-coding,/
CWITA007120,TCMBANKGE007120,PACSIN2,SDPII,protein kinase C and casein kinase substrate in neurons 2,22q13.2,protein-coding,/
CWITA007121,TCMBANKGE007121,XPO1,CRM-1; CRM1; emb; exp1,exportin 1,2p15,protein-coding,Clinical Trial target
CWITA007122,TCMBANKGE007122,SALL1,HEL-S-89; HSAL1; Sal-1; TBS; ZNF794,spalt like transcription factor 1,16q12.1,protein-coding,/
CWITA007123,TCMBANKGE007123,GLIPR2,C9orf19; GAPR-1; GAPR1,GLI pathogenesis related 2,9p13.3,protein-coding,/
CWITA007124,TCMBANKGE007124,UBE4A,E4; UBOX2; UFD2,ubiquitination factor E4A,11q23.3,protein-coding,/
CWITA007125,TCMBANKGE007125,VPS13C,PARK23,vacuolar protein sorting 13 homolog C,15q22.2,protein-coding,/
CWITA007126,TCMBANKGE007126,H2BC5,H2B.1B; H2B/a; H2B/b; H2B/g; H2B/h; H2B/k; H2B/l; H2BFA; H2BFB; H2BFG; H2BFH; H2BFK; H2BFL; HIRIP2; HIST1H2BC; HIST1H2BD; HIST1H2BE; HIST1H2BF; HIST1H2BG; HIST1H2BI; dJ221C16.6,H2B clustered histone 5,6p22.2,protein-coding,/
CWITA007127,TCMBANKGE007127,GCNT2,CCAT; CTRCT13; GCNT2C; GCNT5; IGNT; II; NACGT1; NAGCT1; ULG3; bA360O19.2; bA421M1.1,glucosaminyl (N-acetyl) transferase 2 (I blood group),6p24.3-p24.2,protein-coding,/
CWITA007128,TCMBANKGE007128,PLA2G2A,MOM1; PLA2; PLA2B; PLA2L; PLA2S; PLAS1; sPLA2,"phospholipase A2, group IIA (platelets, synovial fluid)",1p35,protein-coding,
CWITA007129,TCMBANKGE007129,PFKFB2,PFK-2/FBPase-2,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2",1q32.1,protein-coding,Research target
CWITA007130,TCMBANKGE007130,BCOR,ANOP2; MAA2; MCOPS2,BCL6 corepressor,Xp11.4,protein-coding,/
CWITA007131,TCMBANKGE007131,ITPKB,IP3-3KB; IP3K; IP3K-B; IP3KB; PIG37,inositol-trisphosphate 3-kinase B,1q42.12,protein-coding,/
CWITA007132,TCMBANKGE007132,BANK1,BANK,B cell scaffold protein with ankyrin repeats 1,4q24,protein-coding,/
CWITA007133,TCMBANKGE007133,NAA30,C14orf35; MAK3; Mak3p; NAT12; NAT12P,"N-alpha-acetyltransferase 30, NatC catalytic subunit",14q22.3,protein-coding,/
CWITA007134,TCMBANKGE007134,FKBP2,FKBP-13; FKBP13; PPIase,FKBP prolyl isomerase 2,11q13.1,protein-coding,/
CWITA007135,TCMBANKGE007135,RAB44,RASD3; RASL13; dJ431A14.3,"RAB44, member RAS oncogene family",6p21.2,protein-coding,/
CWITA007136,TCMBANKGE007136,GPR45,PSP24; PSP24(ALPHA); PSP24A,G protein-coupled receptor 45,2q12.1,protein-coding,/
CWITA007137,TCMBANKGE007137,SERPINB5,PI5; maspin,serpin family B member 5,18q21.33,protein-coding,Research target
CWITA007138,TCMBANKGE007138,ICA1,ICA69; ICAp69,islet cell autoantigen 1,7p21.3,protein-coding,Research target
CWITA007139,TCMBANKGE007139,PHC2,EDR2; HPH2; PH2,polyhomeotic homolog 2,1p35.1,protein-coding,/
CWITA007140,TCMBANKGE007140,PCBP1,HEL-S-85; HNRPE1; HNRPX; hnRNP-E1; hnRNP-X,poly(rC) binding protein 1,2p13.3,protein-coding,/
CWITA007141,TCMBANKGE007141,MTHFR,-,methylenetetrahydrofolate reductase,1p36.22,protein-coding,Research target
CWITA007142,TCMBANKGE007142,SERINC1,TDE1L; TDE2; TMS-2; TMS2,serine incorporator 1,6q22.31,protein-coding,/
CWITA007143,TCMBANKGE007143,MYOG,MYF4; bHLHc3; myf-4,myogenin,1q32.1,protein-coding,/
CWITA007144,TCMBANKGE007144,TP53I11,PIG11,tumor protein p53 inducible protein 11,11p11.2,protein-coding,/
CWITA007145,TCMBANKGE007145,GGT6,-,gamma-glutamyltransferase 6,17p13.2,protein-coding,/
CWITA007146,TCMBANKGE007146,R3HDM2,CAG6; PR01365,R3H domain containing 2,12q13.3,protein-coding,/
CWITA007147,TCMBANKGE007147,PITPNM1,DRES9; NIR2; PITPNM; RDGB; RDGB1; RDGBA; RDGBA1; Rd9,phosphatidylinositol transfer protein membrane associated 1,11q13.2,protein-coding,/
CWITA007148,TCMBANKGE007148,BDKRB2,B2R; BK-2; BK2; BKR2; BRB2,bradykinin receptor B2,14q32.2,protein-coding,Successful target
CWITA007149,TCMBANKGE007149,PDLIM2,MYSTIQUE; SLIM,PDZ and LIM domain 2,8p21.3,protein-coding,/
CWITA007150,TCMBANKGE007150,LRRC18,UNQ933; UNQ9338; VKGE9338,leucine rich repeat containing 18,10q11.23,protein-coding,/
CWITA007151,TCMBANKGE007151,TIMP2,CSC-21K; DDC8,TIMP metallopeptidase inhibitor 2,17q25.3,protein-coding,/
CWITA007152,TCMBANKGE007152,CLPTM1,-,CLPTM1 regulator of GABA type A receptor forward trafficking,19q13.32,protein-coding,/
CWITA007153,TCMBANKGE007153,NDUFS8,CI-23k; CI23KD; MC1DN2; TYKY,NADH:ubiquinone oxidoreductase core subunit S8,11q13.2,protein-coding,/
CWITA007154,TCMBANKGE007154,KPNB1,IMB1; IPO1; IPOB; Impnb; NTF97,karyopherin subunit beta 1,17q21.32,protein-coding,Research target
CWITA007155,TCMBANKGE007155,ZNF512,-,zinc finger protein 512,2p23.3,protein-coding,/
CWITA007156,TCMBANKGE007156,IGHD,-,immunoglobulin heavy constant delta,14q32.33,other,/
CWITA007157,TCMBANKGE007157,ZNF575,-,zinc finger protein 575,19q13.31,protein-coding,/
CWITA007158,TCMBANKGE007158,TCTE1,D6S46; DRC5; FAP155,t-complex-associated-testis-expressed 1,6p21.1,protein-coding,/
CWITA007159,TCMBANKGE007159,ORM2,AGP-B; AGP-B'; AGP2,orosomucoid 2,9q32,protein-coding,/
CWITA007160,TCMBANKGE007160,NT5C3B,NT5C3L; cN-IIIB,"5'-nucleotidase, cytosolic IIIB",17q21.2,protein-coding,/
CWITA007161,TCMBANKGE007161,PCDHA13,CNR5; CNRN5; CNRS5; CRNR5; PCDH-ALPHA13,protocadherin alpha 13,5q31.3,protein-coding,/
CWITA007162,TCMBANKGE007162,SLC39A3,ZIP-3; ZIP3,solute carrier family 39 member 3,19p13.3,protein-coding,/
CWITA007163,TCMBANKGE007163,NUP205,C7orf14; NPHS13,nucleoporin 205,7q33,protein-coding,/
CWITA007164,TCMBANKGE007164,MAN2B1,LAMAN; MANB,mannosidase alpha class 2B member 1,19p13.13,protein-coding,/
CWITA007165,TCMBANKGE007165,VKORC1,EDTP308; FLJ00289; IMAGE3455200; MGC2694; MST134; MST576; VKCFD2; VKOR,"vitamin K epoxide reductase complex, subunit 1",16p11.2,protein-coding,
CWITA007166,TCMBANKGE007166,COL27A1,STLS,collagen type XXVII alpha 1 chain,9q32,protein-coding,/
CWITA007167,TCMBANKGE007167,LIG4,LIG4S,DNA ligase 4,13q33.3,protein-coding,/
CWITA007168,TCMBANKGE007168,KRT72,K6IRS2; K6irs; KRT6; KRT6IRS2,keratin 72,12q13.13,protein-coding,/
CWITA007169,TCMBANKGE007169,VCX3A,VCX-8r; VCX-A; VCX3; VCX8R; VCXA,variable charge X-linked 3A,Xp22.31,protein-coding,/
CWITA007170,TCMBANKGE007170,CD302,BIMLEC; CLEC13A; DCL-1; DCL1,CD302 molecule,2q24.2,protein-coding,/
CWITA007171,TCMBANKGE007171,CRBN,MRT2; MRT2A,cereblon,3p26.2,protein-coding,Clinical Trial target
CWITA007172,TCMBANKGE007172,RNASE1,RAC1; RIB1; RNS1,"ribonuclease A family member 1, pancreatic",14q11.2,protein-coding,/
CWITA007173,TCMBANKGE007173,ANO7,D-TMPP; DTMPP; IPCA-5; IPCA5; NGEP; PCANAP5; PCANAP5L; TMEM16G,anoctamin 7,2q37.3,protein-coding,Research target
CWITA007174,TCMBANKGE007174,FADS3,CYB5RP; LLCDL3,fatty acid desaturase 3,11q12.2,protein-coding,/
CWITA007175,TCMBANKGE007175,FCN2,EBP-37; FCNL; P35; ficolin-2,ficolin 2,9q34.3,protein-coding,/
CWITA007176,TCMBANKGE007176,GCAT,KBL,glycine C-acetyltransferase,22q13.1,protein-coding,/
CWITA007177,TCMBANKGE007177,SGTB,SGT2,small glutamine rich tetratricopeptide repeat containing beta,5q12.3,protein-coding,/
CWITA007178,TCMBANKGE007178,SERAC1,-,serine active site containing 1,6q25.3,protein-coding,/
CWITA007179,TCMBANKGE007179,CPXM2,CPX2; UNQ676,"carboxypeptidase X, M14 family member 2",10q26.13,protein-coding,/
CWITA007180,TCMBANKGE007180,EGLN2,EIT-6; EIT6; HIF-PH1; HIFPH1; HPH-1; HPH-3; PHD1,egl-9 family hypoxia inducible factor 2,19q13.2,protein-coding,Clinical Trial target
CWITA007181,TCMBANKGE007181,WNK4,PHA2B; PRKWNK4,WNK lysine deficient protein kinase 4,17q21.2,protein-coding,/
CWITA007182,TCMBANKGE007182,EN1,-,engrailed homeobox 1,2q14.2,protein-coding,/
CWITA007183,TCMBANKGE007183,GCNT7,C20orf105; dJ1153D9.2; gcnt,glucosaminyl (N-acetyl) transferase family member 7,20q13.31,protein-coding,/
CWITA007184,TCMBANKGE007184,MSX1,ECTD3; HOX7; HYD1; STHAG1,msh homeobox 1,4p16.2,protein-coding,/
CWITA007185,TCMBANKGE007185,ASMT,ASMTY; HIOMT; HIOMTY,acetylserotonin O-methyltransferase,Xp22.33 and Yp11.2,protein-coding,/
CWITA007186,TCMBANKGE007186,NTS,NMN-125; NN; NT; NT/N; NTS1,neurotensin,12q21.31,protein-coding,/
CWITA007187,TCMBANKGE007187,KDM5D,HY; HYA; JARID1D; KIAA0234; SMCY,lysine (K)-specific demethylase 5D,Yq11|Yq11,protein-coding,
CWITA007188,TCMBANKGE007188,SULT1A1,HAST1/HAST2; MGC131921; MGC5163; PNPST; PST; ST1A1; ST1A3; STP; STP1; TSPST1,"sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1",16p12.1,protein-coding,
CWITA007189,TCMBANKGE007189,UBA1,A1S9; A1S9T; A1ST; AMCX1; GXP1; MGC4781; POC20; SMAX2; UBA1A; UBE1; UBE1X,ubiquitin-like modifier activating enzyme 1,Xp11.23,protein-coding,
CWITA007190,TCMBANKGE007190,MGAM,MG; MGA,maltase-glucoamylase (alpha-glucosidase),7q34,protein-coding,
CWITA007191,TCMBANKGE007191,RAPGEF6,KIA001LB; PDZ-GEF2; PDZGEF2; RA-GEF-2; RAGEF2,Rap guanine nucleotide exchange factor 6,5q31.1,protein-coding,/
CWITA007192,TCMBANKGE007192,EMP3,YMP,epithelial membrane protein 3,19q13.33,protein-coding,/
CWITA007193,TCMBANKGE007193,STK35,CLIK1; STK35L1,serine/threonine kinase 35,20p13,protein-coding,/
CWITA007194,TCMBANKGE007194,ADRBK2,BARK2; GRK3,"adrenergic, beta, receptor kinase 2",22q11|22q12.1,protein-coding,
CWITA007195,TCMBANKGE007195,IQCD,4933433C09Rik; CFAP84; DRC10,IQ motif containing D,12q24.13,protein-coding,/
CWITA007196,TCMBANKGE007196,ZDHHC14,NEW1CP,zinc finger DHHC-type palmitoyltransferase 14,6q25.3,protein-coding,/
CWITA007197,TCMBANKGE007197,KIAA1549,RP86,KIAA1549,7q34,protein-coding,/
CWITA007198,TCMBANKGE007198,KMT2B,CXXC10; DYT28; HRX2; MLL1B; MLL2; MLL4; TRX2; WBP-7; WBP7,lysine methyltransferase 2B,19q13.12,protein-coding,/
CWITA007199,TCMBANKGE007199,TMLHE,AUTSX6; BBOX2; TMLD; TMLH; TMLHED; XAP130,"trimethyllysine hydroxylase, epsilon",Xq28,protein-coding,/
CWITA007200,TCMBANKGE007200,PDCD7,ES18; HES18,programmed cell death 7,15q22.31,protein-coding,/
CWITA007201,TCMBANKGE007201,BCS1L,BCS; BCS1; BJS; FLNMS; GRACILE; Hs.6719; MC3DN1; PTD; h-BCS; h-BCS1,"BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone",2q35,protein-coding,/
CWITA007202,TCMBANKGE007202,CETP,BPIFF; HDLCQ10,cholesteryl ester transfer protein,16q13,protein-coding,Clinical Trial target
CWITA007203,TCMBANKGE007203,SLC38A6,NAT-1; SNAT6,solute carrier family 38 member 6,14q23.1,protein-coding,/
CWITA007204,TCMBANKGE007204,Frs3os,4930417B13Rik; Gm14873,"fibroblast growth factor receptor substrate 3, opposite strand",17|17 C,ncRNA,/
CWITA007205,TCMBANKGE007205,HAO2,GIG16; HAOX2,hydroxyacid oxidase 2,1p12,protein-coding,/
CWITA007206,TCMBANKGE007206,UBXN1,2B28; SAKS1; UBXD10,UBX domain protein 1,11q12.3,protein-coding,/
CWITA007207,TCMBANKGE007207,ERG28,C14orf1; NET51,ergosterol biosynthesis 28 homolog,14q24.3,protein-coding,/
CWITA007208,TCMBANKGE007208,BIVM,-,"basic, immunoglobulin-like variable motif containing",13q33.1,protein-coding,/
CWITA007209,TCMBANKGE007209,FAH,-,fumarylacetoacetate hydrolase,15q25.1,protein-coding,/
CWITA007210,TCMBANKGE007210,SULF1,SULF-1,sulfatase 1,8q13.2-q13.3,protein-coding,/
CWITA007211,TCMBANKGE007211,CARD10,BIMP1; CARMA3,caspase recruitment domain family member 10,22q13.1,protein-coding,/
CWITA007212,TCMBANKGE007212,CNTLN,C9orf101; C9orf39; bA340N12.1,centlein,9p22.2,protein-coding,Research target
CWITA007213,TCMBANKGE007213,BRD3,ORFX; RING3L,bromodomain containing 3,9q34.2,protein-coding,Clinical Trial target
CWITA007214,TCMBANKGE007214,GRIA4,GLUR4; GLUR4C; GLURD; GluA4; NEDSGA,glutamate ionotropic receptor AMPA type subunit 4,11q22.3,protein-coding,Successful target
CWITA007215,TCMBANKGE007215,EIF2B1,EIF2B; EIF2BA,eukaryotic translation initiation factor 2B subunit alpha,12q24.31,protein-coding,/
CWITA007216,TCMBANKGE007216,OTOGL,C12orf64; DFNB84B,otogelin like,12q21.31,protein-coding,/
CWITA007217,TCMBANKGE007217,FCAR,CD89; CTB-61M7.2; FcalphaRI,Fc fragment of IgA receptor,19q13.42,protein-coding,Discontinued target
CWITA007218,TCMBANKGE007218,PRSS53,POL3S; UNQ308,serine protease 53,16p11.2,protein-coding,/
CWITA007219,TCMBANKGE007219,ACTL6A,ACTL6; ARPN-BETA; Arp4; BAF53A; INO80K,actin like 6A,3q26.33,protein-coding,/
CWITA007220,TCMBANKGE007220,PF4V1,CXCL4L1; CXCL4V1; PF4-ALT; PF4A; SCYB4V1,platelet factor 4 variant 1,4q13.3,protein-coding,/
CWITA007221,TCMBANKGE007221,PPIH,CYPN20; CYPH; MGC5016; SnuCypN20; USANCYP,peptidylprolyl isomerase H (cyclophilin H),1p34.1,protein-coding,
CWITA007222,TCMBANKGE007222,CYB561A3,CYBASC3; LCYTB,cytochrome b561 family member A3,11q12.2,protein-coding,/
CWITA007223,TCMBANKGE007223,RBM15,OTT; OTT1; SPEN,RNA binding motif protein 15,1p13.3,protein-coding,/
CWITA007224,TCMBANKGE007224,GNAI1,Gi,G protein subunit alpha i1,7q21.11,protein-coding,/
CWITA007225,TCMBANKGE007225,HNRNPA1,ALS19; ALS20; HNRPA1; HNRPA1L3; IBMPFD3; UP 1; hnRNP A1; hnRNP-A1,heterogeneous nuclear ribonucleoprotein A1,12q13.13,protein-coding,Research target
CWITA007226,TCMBANKGE007226,RHBDD3,C22orf3; HS984G1A; PTAG,rhomboid domain containing 3,22q12.2,protein-coding,/
CWITA007227,TCMBANKGE007227,PTPN4,PTPMEG; PTPMEG1,"protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte)",2q14.2,protein-coding,
CWITA007228,TCMBANKGE007228,ANAPC11,APC11; Apc11p; HSPC214,anaphase promoting complex subunit 11,17q25.3,protein-coding,/
CWITA007229,TCMBANKGE007229,ZNF420,APAK,zinc finger protein 420,19q13.12,protein-coding,/
CWITA007230,TCMBANKGE007230,FXN,CyaY; FA; FARR; FRDA; X25,frataxin,9q21.11,protein-coding,/
CWITA007231,TCMBANKGE007231,PTGER2,EP2,"prostaglandin E receptor 2 (subtype EP2), 53kDa",14q22,protein-coding,
CWITA007232,TCMBANKGE007232,ACTL7A,-,actin like 7A,9q31.3,protein-coding,/
CWITA007233,TCMBANKGE007233,NSG2,CALY3; HMP19,neuronal vesicle trafficking associated 2,5q35.2,protein-coding,/
CWITA007234,TCMBANKGE007234,CACNG4,-,calcium voltage-gated channel auxiliary subunit gamma 4,17q24.2,protein-coding,/
CWITA007235,TCMBANKGE007235,PLPP1,LLP1a; LPP1; PAP-2a; PAP2; PPAP2A,phospholipid phosphatase 1,5q11.2,protein-coding,/
CWITA007236,TCMBANKGE007236,NISCH,I-1; IR1; IRAS; hIRAS,nischarin,3p21.1,protein-coding,Research target
CWITA007237,TCMBANKGE007237,BCL2L12,-,BCL2 like 12,19q13.33,protein-coding,/
CWITA007238,TCMBANKGE007238,HOXD11,HOX4; HOX4F,homeobox D11,2q31.1,protein-coding,/
CWITA007239,TCMBANKGE007239,RFXANK,ANKRA1; BLS; F14150_1; RFX-B,regulatory factor X associated ankyrin containing protein,19p13.11,protein-coding,/
CWITA007240,TCMBANKGE007240,GINS2,HSPC037; PSF2; Pfs2,GINS complex subunit 2,16q24.1,protein-coding,/
CWITA007241,TCMBANKGE007241,OSGEPL1,OSGEPL; Qri7,O-sialoglycoprotein endopeptidase like 1,2q32.2,protein-coding,/
CWITA007242,TCMBANKGE007242,DEPDC1B,BRCC3; XTP1,DEP domain containing 1B,5q12.1,protein-coding,/
CWITA007243,TCMBANKGE007243,DEDD2,FLAME-3; FLAME3,death effector domain containing 2,19q13.2,protein-coding,/
CWITA007244,TCMBANKGE007244,ABRACL,C6orf115; Costars; HSPC280; PRO2013,ABRA C-terminal like,6q24.1,protein-coding,/
CWITA007245,TCMBANKGE007245,EDF1,CFAP280; EDF-1; MBF1,endothelial differentiation related factor 1,9q34.3,protein-coding,/
CWITA007246,TCMBANKGE007246,ZNF99,C19orf9; F8281,zinc finger protein 99,19p12,protein-coding,/
CWITA007247,TCMBANKGE007247,BBS10,C12orf58,Bardet-Biedl syndrome 10,12q21.2,protein-coding,/
CWITA007248,TCMBANKGE007248,PGR-AS1,AT1; AT2; AT3,PGR antisense RNA 1,11q22.1,ncRNA,/
CWITA007249,TCMBANKGE007249,ZNF507,Zfp507,zinc finger protein 507,19q13.11,protein-coding,/
CWITA007250,TCMBANKGE007250,C3orf14,HT021,chromosome 3 open reading frame 14,3p14.2,protein-coding,/
CWITA007251,TCMBANKGE007251,PPP2R2A,B55A; B55ALPHA; PR52A; PR55A; PR55alpha,protein phosphatase 2 regulatory subunit Balpha,8p21.2,protein-coding,/
CWITA007252,TCMBANKGE007252,IL22,IL-21; IL-22; IL-D110; IL-TIF; ILTIF; TIFIL-23; TIFa; zcyto18,interleukin 22,12q15,protein-coding,Clinical Trial target
CWITA007253,TCMBANKGE007253,ITGB8,-,integrin subunit beta 8,7p21.1,protein-coding,Research target
CWITA007254,TCMBANKGE007254,DDI2,-,DNA damage inducible 1 homolog 2,1p36.21,protein-coding,/
CWITA007255,TCMBANKGE007255,ZNF416,-,zinc finger protein 416,19q13.43,protein-coding,/
CWITA007256,TCMBANKGE007256,RAB3GAP1,P130; RAB3GAP; RAB3GAP130; WARBM1,RAB3 GTPase activating protein catalytic subunit 1,2q21.3,protein-coding,/
CWITA007257,TCMBANKGE007257,RING1,RING1A; RNF1,ring finger protein 1,6p21.32,protein-coding,/
CWITA007258,TCMBANKGE007258,RARS2,ArgRS; DALRD2; PCH6; PRO1992; RARSL,"arginyl-tRNA synthetase 2, mitochondrial",6q15,protein-coding,/
CWITA007259,TCMBANKGE007259,SAT1,DC21; KFSD; KFSDX; SAT; SSAT; SSAT-1,spermidine/spermine N1-acetyltransferase 1,Xp22.11,protein-coding,/
CWITA007260,TCMBANKGE007260,ALDH1B1,ALDH5; ALDHX; MGC2230,"aldehyde dehydrogenase 1 family, member B1",9p11.1,protein-coding,
CWITA007261,TCMBANKGE007261,TTC27,-,tetratricopeptide repeat domain 27,2p22.3,protein-coding,/
CWITA007262,TCMBANKGE007262,DMTF1,DMP1; DMTF; MRUL; hDMP1,cyclin D binding myb like transcription factor 1,7q21.12,protein-coding,/
CWITA007263,TCMBANKGE007263,IQGAP3,-,IQ motif containing GTPase activating protein 3,1q22,protein-coding,/
CWITA007264,TCMBANKGE007264,P2RX6,P2RXL1; P2X6; P2XM,purinergic receptor P2X 6,22q11.21,protein-coding,/
CWITA007265,TCMBANKGE007265,P3H1,GROS1; LEPRE1; OI8,Prolyl_3-Hydroxylase_1,1p34.2,protein-coding,
CWITA007266,TCMBANKGE007266,PRKCQ,MGC126514; MGC141919; PRKCT; nPKCNtheta,"protein kinase C, theta",10p15,protein-coding,
CWITA007267,TCMBANKGE007267,ANKRD63,-,ankyrin repeat domain 63,15q15.1,protein-coding,/
CWITA007268,TCMBANKGE007268,XPOT,XPO3,exportin for tRNA,12q14.2,protein-coding,/
CWITA007269,TCMBANKGE007269,CGB8,-,chorionic gonadotropin subunit beta 8,19q13.33,protein-coding,/
CWITA007270,TCMBANKGE007270,KRTAP5-7,KRTAP5-3; KRTAP5.7,Keratin_Associated_Protein_5-7,11q13.4,protein-coding,
CWITA007271,TCMBANKGE007271,SCOC,HRIHFB2072; SCOCO; UNC-69,short coiled-coil protein,4q31.1,protein-coding,/
CWITA007272,TCMBANKGE007272,NXNL2,C9orf121; RDCVF2; RdCVF2L,nucleoredoxin like 2,9q22.1,protein-coding,/
CWITA007273,TCMBANKGE007273,HSP90AA1,FLJ31884; HSP86; HSP89A; HSP90A; HSP90N; HSPC1; HSPCA; HSPCAL1; HSPCAL4; HSPN; Hsp89; Hsp90; LAP2,"heat shock protein 90kDa alpha (cytosolic), class A member 1",14q32.33,protein-coding,
CWITA007274,TCMBANKGE007274,GNAT3,GDCA,G protein subunit alpha transducin 3,7q21.11,protein-coding,/
CWITA007275,TCMBANKGE007275,ATP8B4,ATPIM,ATPase phospholipid transporting 8B4 (putative),15q21.2,protein-coding,/
CWITA007276,TCMBANKGE007276,ESR1,DKFZp686N23123; ER; ESR; ESRA; Era; NR3A1,estrogen receptor 1,6q25.1,protein-coding,
CWITA007277,TCMBANKGE007277,TSPAN1,NET1; TM4C; TM4SF,tetraspanin 1,1p34.1,protein-coding,/
CWITA007278,TCMBANKGE007278,SCT,-,secretin,11p15.5,protein-coding,Successful target
CWITA007279,TCMBANKGE007279,R3HDM1,R3HDM,R3H domain containing 1,2q21.3,protein-coding,/
CWITA007280,TCMBANKGE007280,BGLT3,BGL3; LINC01083; lncRNA-BGL3,Beta_Globin_Locus_Transcript_3,11p15.4,ncRNA,
CWITA007281,TCMBANKGE007281,PIK3C3,MGC61518; VPS34; hVps34,"phosphoinositide-3-kinase, class 3",18q12.3,protein-coding,
CWITA007282,TCMBANKGE007282,GABRA6,-,gamma-aminobutyric acid type A receptor subunit alpha6,5q34,protein-coding,/
